Season,Team,Player,Position,Appearances,Minutes_Played,Goals,Assists
2016/17,Everton,John Garcia,Midfielder,24,2016,22,12
2016/17,Everton,Alex Taylor,Midfielder,38,2698,0,14
2016/17,Everton,Chris Harris,Defender,33,3135,21,12
2016/17,Everton,Luke Jackson,Forward,6,540,22,12
2016/17,Everton,Daniel Thompson,Midfielder,17,1360,6,6
2016/17,Everton,James Jackson,Forward,26,1794,16,2
2016/17,Everton,Leo Taylor,Midfielder,14,994,23,0
2016/17,Everton,Tom Taylor,Defender,21,1890,23,7
2016/17,Everton,Chris Johnson,Forward,20,1760,4,14
2016/17,Everton,Harry Thomas,Midfielder,38,3192,18,8
2016/17,Everton,Chris White,Defender,14,1176,13,7
2016/17,Everton,Luke Lewis,Defender,10,940,16,14
2016/17,Everton,Jack Young,Forward,25,1675,12,13
2016/17,Everton,James Taylor,Forward,26,1664,10,12
2016/17,Everton,Ethan Jackson,Forward,8,552,24,14
2016/17,Everton,Ethan Walker,Midfielder,31,2139,18,12
2016/17,Everton,Tom Martin,Forward,33,2541,7,2
2016/17,Fulham,John Young,Forward,30,1860,19,8
2016/17,Fulham,Ben Brown,Midfielder,13,923,16,1
2016/17,Fulham,Liam Brown,Forward,18,1548,19,6
2016/17,Fulham,Ben Smith,Defender,37,3256,25,12
2016/17,Fulham,David Jackson,Midfielder,8,616,10,1
2016/17,Fulham,Harry Garcia,Forward,24,1824,4,0
2016/17,Fulham,John Scott,Midfielder,24,2064,8,9
2016/17,Fulham,Michael White,Midfielder,16,1232,12,12
2016/17,Fulham,Noah Clark,Midfielder,33,2145,1,11
2016/17,Fulham,Daniel Taylor,Midfielder,25,1575,9,3
2016/17,Fulham,Daniel Lewis,Midfielder,26,2184,14,1
2016/17,Fulham,Alex Scott,Forward,20,1260,24,14
2016/17,Fulham,Jack Scott,Midfielder,22,1452,8,8
2016/17,Fulham,Harry Harris,Defender,22,1452,9,12
2016/17,Fulham,Luke Johnson,Midfielder,18,1296,18,5
2016/17,Fulham,Chris Thomas,Defender,37,2590,23,12
2016/17,Fulham,Jack White,Defender,10,870,21,1
2016/17,Fulham,Liam Clark,Forward,29,2755,17,7
2016/17,Leicester,Ethan Garcia,Midfielder,8,488,7,11
2016/17,Leicester,Oscar Scott,Defender,32,2912,9,6
2016/17,Leicester,John Allen,Midfielder,30,2160,13,5
2016/17,Leicester,Liam Thompson,Defender,31,2821,4,11
2016/17,Leicester,Alex Walker,Forward,28,2156,12,6
2016/17,Leicester,Ethan Garcia,Defender,35,2100,0,3
2016/17,Leicester,Harry Smith,Forward,8,536,5,15
2016/17,Leicester,Jack Jackson,Forward,10,700,0,0
2016/17,Leicester,Jack Taylor,Defender,38,2850,2,11
2016/17,Leicester,Ethan Garcia,Midfielder,10,840,2,10
2016/17,Leicester,Leo Brown,Defender,12,840,23,14
2016/17,Leicester,Daniel Harris,Defender,9,837,14,15
2016/17,Leicester,Oscar King,Defender,6,516,6,1
2016/17,Leicester,Jack Johnson,Defender,36,3204,25,4
2016/17,Leicester,Ben Martin,Midfielder,38,2546,6,12
2016/17,Leicester,Oscar Thompson,Forward,19,1767,20,5
2016/17,Leicester,Leo Thomas,Forward,12,1044,13,14
2016/17,Leicester,Leo Lewis,Midfielder,5,375,7,11
2016/17,Liverpool,Aaron Thomas,Midfielder,37,3330,1,1
2016/17,Liverpool,Chris Young,Midfielder,16,1520,7,7
2016/17,Liverpool,Tom Martin,Defender,24,2160,13,0
2016/17,Liverpool,Harry Jackson,Defender,6,402,5,11
2016/17,Liverpool,Mason Harris,Forward,29,2001,4,15
2016/17,Liverpool,Chris Martin,Midfielder,14,910,23,3
2016/17,Liverpool,Mason Garcia,Defender,24,2088,20,7
2016/17,Liverpool,David Martin,Forward,25,1800,21,6
2016/17,Liverpool,David King,Defender,18,1548,15,7
2016/17,Liverpool,Alex Clark,Midfielder,13,858,19,12
2016/17,Liverpool,Michael Smith,Forward,21,1659,0,12
2016/17,Liverpool,Alex Clark,Midfielder,12,1008,8,0
2016/17,Liverpool,Mason White,Defender,9,828,21,13
2016/17,Liverpool,Ethan King,Midfielder,32,2080,0,13
2016/17,Liverpool,Chris Young,Midfielder,27,1647,11,10
2016/17,Liverpool,Noah Clark,Midfielder,26,2288,14,3
2016/17,Liverpool,David Harris,Midfielder,30,2490,24,6
2016/17,Liverpool,Tom Hall,Midfielder,20,1360,4,1
2016/17,Man City,Daniel Lewis,Forward,34,2448,13,11
2016/17,Man City,Aaron Anderson,Defender,22,2046,25,11
2016/17,Man City,Jack Clark,Defender,18,1512,20,3
2016/17,Man City,James Jackson,Midfielder,20,1580,25,2
2016/17,Man City,Liam Hall,Forward,27,2133,0,4
2016/17,Man City,Tom King,Midfielder,34,2924,2,10
2016/17,Man City,Noah Brown,Defender,22,2024,5,3
2016/17,Man City,Chris Clark,Forward,20,1600,8,1
2016/17,Man City,Leo Young,Forward,30,2730,9,12
2016/17,Man City,Mason Walker,Midfielder,37,2220,1,13
2016/17,Man City,Harry Hall,Midfielder,25,2075,1,14
2016/17,Man City,Alex Hall,Forward,8,536,12,8
2016/17,Man City,Noah Anderson,Forward,20,1420,8,5
2016/17,Man City,Oscar Scott,Forward,14,1330,22,7
2016/17,Man City,Ethan Walker,Defender,11,1045,13,13
2016/17,Man City,Tom Martin,Forward,5,430,22,14
2016/17,Man City,Noah White,Defender,14,1288,17,7
2016/17,Man City,Jack Hall,Defender,17,1394,9,12
2016/17,Man United,Alex White,Forward,37,2997,12,13
2016/17,Man United,Luke White,Defender,6,462,20,13
2016/17,Man United,James Young,Midfielder,14,1162,12,10
2016/17,Man United,Ryan Anderson,Defender,15,1335,12,6
2016/17,Man United,Aaron Garcia,Forward,27,1647,0,9
2016/17,Man United,Harry Jackson,Midfielder,19,1577,12,1
2016/17,Man United,Aaron Martin,Forward,18,1386,13,2
2016/17,Man United,Mason King,Defender,31,2418,6,2
2016/17,Man United,Leo Taylor,Forward,27,1890,0,0
2016/17,Man United,John Hall,Defender,12,996,24,15
2016/17,Man United,Luke White,Forward,17,1428,8,4
2016/17,Man United,Mason Smith,Forward,33,2046,17,11
2016/17,Man United,Daniel Allen,Defender,11,682,1,7
2016/17,Man United,James White,Forward,16,1264,3,5
2016/17,Man United,Aaron Jackson,Forward,22,1452,8,15
2016/17,Man United,John Thomas,Forward,7,637,13,8
2016/17,Man United,Noah Thomas,Midfielder,13,1118,23,9
2016/17,Man United,Luke Martin,Defender,16,1280,1,3
2016/17,Newcastle,David Lewis,Defender,23,1472,6,13
2016/17,Newcastle,Ethan Scott,Forward,14,1008,1,5
2016/17,Newcastle,James Harris,Forward,30,2520,20,7
2016/17,Newcastle,James Brown,Midfielder,16,1040,2,10
2016/17,Newcastle,Jack Clark,Midfielder,12,1008,1,13
2016/17,Newcastle,Harry Harris,Forward,28,1988,14,14
2016/17,Newcastle,Leo Anderson,Midfielder,8,496,12,3
2016/17,Newcastle,Tom Johnson,Midfielder,31,2790,14,1
2016/17,Newcastle,Noah Hall,Midfielder,12,972,11,7
2016/17,Newcastle,Ethan Allen,Midfielder,9,540,18,14
2016/17,Newcastle,Chris Scott,Forward,36,2556,12,6
2016/17,Newcastle,Noah Martin,Forward,26,2288,25,5
2016/17,Newcastle,David Jackson,Defender,37,2405,0,0
2016/17,Newcastle,Mason Thomas,Midfielder,35,2905,14,5
2016/17,Newcastle,Ethan Jackson,Defender,34,2516,23,0
2016/17,Newcastle,Leo Smith,Forward,22,1320,22,1
2016/17,Newcastle,Daniel Allen,Defender,18,1188,20,2
2016/17,Newcastle,Alex Brown,Midfielder,17,1241,22,8
2016/17,Norwich,Oscar Young,Forward,14,966,0,3
2016/17,Norwich,Ethan Scott,Defender,22,1804,23,3
2016/17,Norwich,Noah Taylor,Midfielder,18,1224,7,11
2016/17,Norwich,Aaron Taylor,Defender,32,2240,15,15
2016/17,Norwich,Harry Scott,Defender,14,1260,22,3
2016/17,Norwich,James Allen,Midfielder,14,882,19,4
2016/17,Norwich,Alex Anderson,Forward,38,2584,20,8
2016/17,Norwich,Aaron Walker,Defender,6,498,8,3
2016/17,Norwich,Luke White,Forward,32,2816,24,4
2016/17,Norwich,Chris Anderson,Defender,37,3256,18,8
2016/17,Norwich,Michael Scott,Defender,13,1183,5,2
2016/17,Norwich,Chris Clark,Midfielder,30,2700,0,11
2016/17,Norwich,Harry Anderson,Forward,20,1540,19,1
2016/17,Norwich,Ryan Clark,Midfielder,5,460,24,11
2016/17,Norwich,Harry Allen,Defender,8,632,0,10
2016/17,Norwich,Michael Young,Defender,29,2523,17,2
2016/17,Norwich,Liam Garcia,Midfielder,9,666,24,15
2016/17,Norwich,Aaron Johnson,Forward,33,2607,19,7
2016/17,Southampton,Michael Brown,Midfielder,12,1104,6,4
2016/17,Southampton,Chris Young,Forward,38,2964,21,11
2016/17,Southampton,Luke Young,Defender,24,1992,2,5
2016/17,Southampton,Jack Johnson,Forward,32,2464,16,10
2016/17,Southampton,Harry Clark,Forward,37,2849,16,15
2016/17,Southampton,Luke Lewis,Defender,28,2156,13,12
2016/17,Southampton,John Jackson,Defender,18,1422,15,8
2016/17,Southampton,David Garcia,Forward,17,1360,20,15
2016/17,Southampton,John Garcia,Midfielder,29,2059,3,11
2016/17,Southampton,Alex Thomas,Defender,8,584,24,13
2016/17,Southampton,Michael Thomas,Midfielder,38,2698,7,3
2016/17,Southampton,John Martin,Forward,29,2320,2,6
2016/17,Southampton,John Hall,Forward,32,2624,21,4
2016/17,Southampton,Harry Jackson,Defender,28,2212,9,14
2016/17,Southampton,Luke Hall,Defender,21,1533,13,8
2016/17,Southampton,Noah King,Defender,16,1232,11,13
2016/17,Southampton,Tom Young,Forward,16,1520,0,15
2016/17,Southampton,Noah Walker,Defender,12,876,19,12
2016/17,Tottenham,Mason Brown,Forward,23,2185,3,14
2016/17,Tottenham,John Clark,Midfielder,19,1254,1,0
2016/17,Tottenham,James Garcia,Defender,27,1728,1,12
2016/17,Tottenham,Daniel Johnson,Forward,28,2548,22,11
2016/17,Tottenham,James Lewis,Forward,19,1501,8,12
2016/17,Tottenham,Oscar Johnson,Defender,31,2294,11,2
2016/17,Tottenham,Daniel Thompson,Forward,29,2581,12,8
2016/17,Tottenham,James Lewis,Forward,22,1452,2,6
2016/17,Tottenham,Jack Clark,Defender,11,1023,12,13
2016/17,Tottenham,Alex Harris,Midfielder,8,760,18,3
2016/17,Tottenham,Daniel Jackson,Forward,17,1479,10,15
2016/17,Tottenham,Daniel Harris,Forward,10,680,25,3
2016/17,Tottenham,Oscar Martin,Forward,9,765,3,8
2016/17,Tottenham,Luke Lewis,Forward,24,1512,1,1
2016/17,Tottenham,Liam Smith,Forward,15,1230,3,15
2016/17,Tottenham,John Harris,Defender,18,1638,15,1
2016/17,Tottenham,Chris Clark,Forward,36,3060,22,8
2016/17,Tottenham,Oscar Jackson,Forward,27,2295,3,3
2016/17,West Ham,Mason Garcia,Forward,29,2117,2,12
2016/17,West Ham,Mason Harris,Forward,23,1817,21,12
2016/17,West Ham,Liam Smith,Defender,23,1564,8,7
2016/17,West Ham,Leo Hall,Midfielder,12,1044,6,6
2016/17,West Ham,Alex Walker,Midfielder,16,1216,23,9
2016/17,West Ham,Leo White,Midfielder,27,1647,14,11
2016/17,West Ham,Daniel Hall,Forward,10,770,19,8
2016/17,West Ham,Tom Anderson,Defender,5,375,21,2
2016/17,West Ham,Aaron Thompson,Forward,34,2244,14,5
2016/17,West Ham,John Smith,Forward,27,2538,2,11
2016/17,West Ham,Ben Young,Defender,26,1586,24,7
2016/17,West Ham,Michael Lewis,Midfielder,30,2430,19,9
2016/17,West Ham,Tom Brown,Midfielder,28,2016,20,0
2016/17,West Ham,Liam Thomas,Forward,6,462,8,9
2016/17,West Ham,James Anderson,Defender,5,330,23,12
2016/17,West Ham,Chris Taylor,Defender,38,2888,19,1
2016/17,West Ham,Luke Scott,Forward,30,1950,3,5
2016/17,West Ham,John Jackson,Defender,16,1408,17,5
2016/17,Wolves,Ryan Garcia,Midfielder,11,979,2,8
2016/17,Wolves,James Scott,Midfielder,14,966,3,1
2016/17,Wolves,Ryan Clark,Forward,20,1780,17,15
2016/17,Wolves,Noah Brown,Forward,14,966,0,8
2016/17,Wolves,Daniel Lewis,Defender,19,1159,23,12
2016/17,Wolves,Harry Lewis,Forward,34,2244,15,4
2016/17,Wolves,Tom Scott,Forward,32,3008,20,13
2016/17,Wolves,Ben Thomas,Midfielder,25,1775,20,12
2016/17,Wolves,David Garcia,Defender,13,1235,13,12
2016/17,Wolves,Leo Garcia,Forward,30,2820,8,14
2016/17,Wolves,Tom Young,Forward,35,2450,25,13
2016/17,Wolves,Daniel Hall,Midfielder,27,2511,7,9
2016/17,Wolves,Aaron Scott,Midfielder,5,470,13,12
2016/17,Wolves,David Taylor,Defender,25,2150,4,14
2016/17,Wolves,Luke Taylor,Forward,34,2686,4,11
2016/17,Wolves,Oscar Johnson,Midfielder,27,1836,3,14
2016/17,Wolves,Leo Anderson,Forward,18,1386,2,0
2016/17,Wolves,Harry Taylor,Defender,30,2700,23,14
2017/18,Arsenal,Daniel Walker,Defender,5,405,10,1
2017/18,Arsenal,Ryan Martin,Midfielder,21,1365,13,9
2017/18,Arsenal,Aaron Johnson,Midfielder,29,2581,1,15
2017/18,Arsenal,Ethan Thompson,Defender,25,2275,4,7
2017/18,Arsenal,Alex King,Forward,17,1462,19,8
2017/18,Arsenal,Mason Allen,Defender,28,2044,15,2
2017/18,Arsenal,James Johnson,Forward,28,2016,11,14
2017/18,Arsenal,Michael King,Defender,30,2820,24,14
2017/18,Arsenal,Leo Smith,Defender,16,1440,0,13
2017/18,Arsenal,Tom Smith,Defender,36,2556,7,9
2017/18,Arsenal,Harry Smith,Defender,12,756,9,14
2017/18,Arsenal,Oscar Johnson,Forward,24,1728,8,1
2017/18,Arsenal,Tom Scott,Forward,30,1950,16,6
2017/18,Arsenal,Aaron Jackson,Midfielder,21,1932,5,8
2017/18,Arsenal,Leo Young,Defender,7,602,16,9
2017/18,Arsenal,Mason Johnson,Forward,31,2852,1,3
2017/18,Arsenal,Ben Young,Forward,8,496,19,0
2017/18,Arsenal,Harry Brown,Defender,7,532,23,2
2017/18,Aston Villa,Jack Martin,Midfielder,30,1890,16,15
2017/18,Aston Villa,Ethan Thompson,Midfielder,20,1800,23,11
2017/18,Aston Villa,Michael Smith,Defender,11,990,2,12
2017/18,Aston Villa,Oscar Anderson,Defender,38,2394,22,6
2017/18,Aston Villa,Alex Hall,Midfielder,15,1230,24,3
2017/18,Aston Villa,Aaron Jackson,Midfielder,23,1840,22,2
2017/18,Aston Villa,Daniel Jackson,Midfielder,15,1095,10,8
2017/18,Aston Villa,Ethan Brown,Defender,20,1700,17,7
2017/18,Aston Villa,John Brown,Midfielder,32,2368,17,9
2017/18,Aston Villa,David Walker,Forward,29,2001,19,5
2017/18,Aston Villa,James Garcia,Forward,17,1224,25,5
2017/18,Aston Villa,Mason King,Forward,15,975,6,14
2017/18,Aston Villa,John Thomas,Midfielder,32,2624,5,1
2017/18,Aston Villa,John Garcia,Midfielder,36,2448,5,0
2017/18,Aston Villa,Leo Young,Defender,34,2550,9,10
2017/18,Aston Villa,James Jackson,Midfielder,26,2132,6,2
2017/18,Aston Villa,Daniel Thomas,Midfielder,27,2160,2,0
2017/18,Aston Villa,Michael King,Midfielder,16,1264,7,2
2017/18,Bournemouth,James Hall,Defender,13,858,9,4
2017/18,Bournemouth,Chris Brown,Defender,13,1040,5,6
2017/18,Bournemouth,Liam King,Midfielder,20,1400,19,0
2017/18,Bournemouth,Luke Allen,Forward,15,1320,15,9
2017/18,Bournemouth,Mason Allen,Midfielder,11,979,15,3
2017/18,Bournemouth,James Johnson,Midfielder,23,1725,21,12
2017/18,Bournemouth,Ben King,Defender,12,948,18,9
2017/18,Bournemouth,Liam Walker,Defender,31,1984,10,15
2017/18,Bournemouth,Ryan White,Forward,35,2590,14,5
2017/18,Bournemouth,Mason Thomas,Midfielder,13,962,2,12
2017/18,Bournemouth,Ben Lewis,Midfielder,16,1280,11,12
2017/18,Bournemouth,Ryan Jackson,Midfielder,12,1056,17,0
2017/18,Bournemouth,Alex Allen,Forward,11,748,20,5
2017/18,Bournemouth,Ryan Lewis,Defender,34,2074,20,11
2017/18,Bournemouth,Noah Harris,Midfielder,17,1564,11,13
2017/18,Bournemouth,David Anderson,Midfielder,12,876,19,4
2017/18,Bournemouth,Ryan Johnson,Forward,29,2262,19,9
2017/18,Bournemouth,Luke Brown,Defender,38,2888,19,4
2017/18,Brentford,Liam Thomas,Defender,31,1953,1,13
2017/18,Brentford,Chris Walker,Forward,15,990,8,1
2017/18,Brentford,Aaron Hall,Defender,25,1725,16,1
2017/18,Brentford,Leo King,Midfielder,13,1001,7,9
2017/18,Brentford,David Brown,Midfielder,33,3069,8,7
2017/18,Brentford,Oscar Jackson,Midfielder,27,1701,11,12
2017/18,Brentford,Michael Hall,Midfielder,14,1022,8,14
2017/18,Brentford,Oscar White,Forward,20,1260,20,2
2017/18,Brentford,Harry Thomas,Forward,27,1782,2,14
2017/18,Brentford,Harry Allen,Midfielder,30,2310,14,3
2017/18,Brentford,Leo Clark,Midfielder,7,483,11,1
2017/18,Brentford,Michael White,Defender,7,553,2,6
2017/18,Brentford,Noah Smith,Defender,31,2573,25,11
2017/18,Brentford,Daniel Scott,Defender,23,1978,10,9
2017/18,Brentford,Chris Scott,Forward,11,770,23,8
2017/18,Brentford,Ethan Harris,Forward,8,632,15,14
2017/18,Brentford,John Hall,Forward,5,385,9,4
2017/18,Brentford,Mason Scott,Defender,16,1168,17,7
2017/18,Brighton,Mason Walker,Midfielder,5,310,15,3
2017/18,Brighton,Liam Anderson,Forward,31,2356,16,11
2017/18,Brighton,Alex Young,Defender,31,2077,15,13
2017/18,Brighton,Luke White,Midfielder,17,1411,19,10
2017/18,Brighton,Liam Harris,Defender,24,1536,20,14
2017/18,Brighton,Oscar Hall,Defender,11,715,10,4
2017/18,Brighton,Ryan Thompson,Midfielder,9,828,23,0
2017/18,Brighton,John Lewis,Forward,18,1350,18,2
2017/18,Brighton,Ryan Martin,Forward,19,1691,18,1
2017/18,Brighton,James Jackson,Forward,10,850,6,15
2017/18,Brighton,Leo Lewis,Midfielder,12,1080,20,6
2017/18,Brighton,Harry Clark,Defender,33,2277,13,15
2017/18,Brighton,David Anderson,Midfielder,15,1080,2,3
2017/18,Brighton,Alex Thompson,Forward,33,2706,2,10
2017/18,Brighton,Chris Jackson,Forward,7,434,8,6
2017/18,Brighton,Alex Scott,Midfielder,13,975,18,7
2017/18,Brighton,Michael Harris,Defender,32,2048,6,4
2017/18,Brighton,Tom Scott,Forward,36,2232,3,6
2017/18,Burnley,Michael Lewis,Defender,15,1110,24,7
2017/18,Burnley,Tom Taylor,Midfielder,36,2628,21,11
2017/18,Burnley,James King,Defender,5,315,16,10
2017/18,Burnley,Jack Lewis,Defender,8,688,7,10
2017/18,Burnley,Michael Garcia,Defender,30,2400,15,11
2017/18,Burnley,Oscar Scott,Forward,33,2838,13,12
2017/18,Burnley,Aaron Taylor,Midfielder,22,1892,7,3
2017/18,Burnley,David Martin,Midfielder,24,2160,2,3
2017/18,Burnley,Noah Lewis,Forward,7,581,19,8
2017/18,Burnley,Daniel Lewis,Midfielder,7,497,12,0
2017/18,Burnley,Tom Harris,Midfielder,34,2856,6,6
2017/18,Burnley,Jack Thompson,Forward,31,2263,15,9
2017/18,Burnley,Alex Anderson,Defender,33,2310,12,3
2017/18,Burnley,Leo Anderson,Defender,16,1360,10,11
2017/18,Burnley,Ryan Hall,Midfielder,19,1216,16,0
2017/18,Burnley,Michael Hall,Midfielder,5,315,0,6
2017/18,Burnley,James Young,Defender,36,2880,22,8
2017/18,Burnley,Liam Garcia,Defender,7,609,22,0
2017/18,Chelsea,Noah Johnson,Defender,23,1656,25,12
2017/18,Chelsea,Luke Brown,Defender,25,1950,9,10
2017/18,Chelsea,Liam Brown,Defender,15,1320,17,0
2017/18,Chelsea,Tom Thomas,Midfielder,7,476,5,1
2017/18,Chelsea,James King,Defender,15,1080,4,9
2017/18,Chelsea,Michael Lewis,Defender,5,430,23,12
2017/18,Chelsea,Aaron Smith,Midfielder,5,370,2,10
2017/18,Chelsea,Leo Thompson,Defender,26,2314,20,8
2017/18,Chelsea,James Thomas,Forward,11,704,21,1
2017/18,Chelsea,Noah Thompson,Forward,33,2244,10,2
2017/18,Chelsea,John Hall,Forward,20,1240,3,10
2017/18,Chelsea,Leo Smith,Midfielder,37,2701,11,14
2017/18,Chelsea,Daniel Harris,Defender,22,1408,9,12
2017/18,Chelsea,Harry Garcia,Defender,7,546,2,8
2017/18,Chelsea,John Martin,Defender,8,744,4,0
2017/18,Chelsea,Chris Martin,Midfielder,21,1344,12,8
2017/18,Chelsea,Michael Johnson,Forward,29,2494,2,6
2017/18,Chelsea,Harry Lewis,Defender,33,2574,24,11
2017/18,Crystal Palace,Michael Anderson,Midfielder,33,2772,16,10
2017/18,Crystal Palace,Michael Thomas,Midfielder,12,1116,25,10
2017/18,Crystal Palace,Michael Hall,Defender,8,632,22,13
2017/18,Crystal Palace,Tom Thompson,Defender,36,3024,7,1
2017/18,Crystal Palace,David Taylor,Midfielder,18,1386,18,12
2017/18,Crystal Palace,Leo Scott,Defender,6,372,7,14
2017/18,Crystal Palace,Leo Smith,Defender,12,1020,17,5
2017/18,Crystal Palace,Aaron Smith,Defender,14,1218,7,10
2017/18,Crystal Palace,Mason Young,Forward,11,979,20,10
2017/18,Crystal Palace,Chris Taylor,Midfielder,21,1365,20,7
2017/18,Crystal Palace,David Young,Defender,33,2013,22,10
2017/18,Crystal Palace,Ethan Brown,Forward,13,1079,7,3
2017/18,Crystal Palace,Luke Walker,Forward,21,1449,14,3
2017/18,Crystal Palace,John Garcia,Midfielder,16,1504,9,12
2017/18,Crystal Palace,Tom Garcia,Forward,26,1560,0,9
2017/18,Crystal Palace,Luke Walker,Defender,30,2010,3,12
2017/18,Crystal Palace,John Walker,Midfielder,22,1980,24,6
2017/18,Crystal Palace,Tom Thompson,Forward,23,1518,5,1
2017/18,Everton,Harry Garcia,Midfielder,7,427,1,6
2017/18,Everton,Liam White,Midfielder,11,979,20,10
2017/18,Everton,Daniel Scott,Defender,8,720,9,4
2017/18,Everton,Tom Taylor,Midfielder,7,462,11,8
2017/18,Everton,David King,Forward,21,1449,18,3
2017/18,Everton,Luke Garcia,Defender,33,2673,18,4
2017/18,Everton,Liam Allen,Forward,9,783,2,10
2017/18,Everton,Tom Walker,Midfielder,38,3078,11,2
2017/18,Everton,Aaron Anderson,Midfielder,22,1496,6,12
2017/18,Everton,John Thomas,Defender,5,320,1,12
2017/18,Everton,Mason King,Forward,8,512,14,5
2017/18,Everton,James Hall,Defender,6,480,20,14
2017/18,Everton,Liam Scott,Defender,28,1876,6,11
2017/18,Everton,Mason Clark,Defender,30,2550,24,14
2017/18,Everton,Oscar Scott,Forward,12,804,24,9
2017/18,Everton,Michael Brown,Defender,38,2698,1,15
2017/18,Everton,Ethan Smith,Defender,38,3268,12,1
2017/18,Everton,Noah Walker,Midfielder,18,1116,3,2
2017/18,Fulham,David King,Forward,5,330,15,0
2017/18,Fulham,Ryan Johnson,Defender,9,684,21,9
2017/18,Fulham,Liam Allen,Midfielder,28,2576,25,4
2017/18,Fulham,James King,Midfielder,23,1633,20,3
2017/18,Fulham,John Harris,Defender,20,1800,21,0
2017/18,Fulham,Daniel Young,Forward,30,2280,25,9
2017/18,Fulham,David Harris,Defender,24,2160,14,11
2017/18,Fulham,Ryan Garcia,Midfielder,32,2944,0,11
2017/18,Fulham,David Hall,Forward,11,957,7,0
2017/18,Fulham,John King,Forward,35,2730,0,10
2017/18,Fulham,Leo Martin,Defender,7,588,6,1
2017/18,Fulham,Ethan Young,Defender,38,3610,19,8
2017/18,Fulham,Ryan Young,Defender,36,2952,25,13
2017/18,Fulham,Daniel Hall,Midfielder,21,1491,23,15
2017/18,Fulham,Harry Allen,Defender,36,2484,23,8
2017/18,Fulham,Liam Taylor,Forward,35,2100,5,6
2017/18,Fulham,Oscar Thompson,Midfielder,32,2592,22,2
2017/18,Fulham,Jack Walker,Forward,13,1027,2,13
2017/18,Leicester,Chris Johnson,Forward,11,792,18,4
2017/18,Leicester,Ben Anderson,Defender,29,1972,25,6
2017/18,Leicester,Ethan Harris,Forward,31,2294,3,0
2017/18,Leicester,Jack Scott,Forward,21,1932,11,4
2017/18,Leicester,Leo Lewis,Defender,34,2584,19,8
2017/18,Leicester,Liam Taylor,Forward,18,1116,12,0
2017/18,Leicester,Oscar Anderson,Midfielder,33,2871,18,9
2017/18,Leicester,Ethan White,Midfielder,16,1136,13,4
2017/18,Leicester,John Harris,Defender,22,1782,10,8
2017/18,Leicester,Ethan Allen,Midfielder,19,1520,21,1
2017/18,Leicester,James Taylor,Defender,35,3150,9,10
2017/18,Leicester,Noah Martin,Defender,13,1027,0,4
2017/18,Leicester,Tom Martin,Midfielder,14,1022,3,11
2017/18,Leicester,Mason Brown,Forward,29,2349,22,6
2017/18,Leicester,Oscar Martin,Defender,30,2730,20,10
2017/18,Leicester,Oscar Anderson,Defender,15,930,3,13
2017/18,Leicester,Alex Brown,Midfielder,8,656,10,2
2017/18,Leicester,Chris Young,Defender,5,395,8,14
2017/18,Liverpool,Mason Allen,Forward,16,1024,20,3
2017/18,Liverpool,Tom Anderson,Defender,21,1365,3,7
2017/18,Liverpool,Chris Anderson,Forward,36,3168,5,9
2017/18,Liverpool,Liam Hall,Midfielder,26,1976,5,9
2017/18,Liverpool,Michael Brown,Forward,19,1805,17,15
2017/18,Liverpool,Liam Anderson,Defender,37,2257,13,9
2017/18,Liverpool,Oscar Jackson,Midfielder,19,1805,23,12
2017/18,Liverpool,Alex Thomas,Midfielder,25,1500,0,6
